period,handle,is_team,prize_money,total_reports,high_all,high_solo,med_all,med_solo,gas_all
ALL TIME,Noah3o6,False,1310.97,31,1,0,2,0,17
ALL TIME,KKIntern,True,1293.2,4,2,0,1,0,0
ALL TIME,bobi,False,1288.22,16,1,0,1,0,7
ALL TIME,PierrickGT,False,1284.25,18,0,0,0,0,10
ALL TIME,natus,False,1280.0,8,0,0,0,0,8
ALL TIME,pedr02b2,False,1278.71,18,1,0,1,0,3
ALL TIME,Limbooo,False,1268.64,20,1,0,4,0,8
ALL TIME,Aussie_Battlers,True,1263.53,4,1,0,1,0,1
ALL TIME,Rohan16,False,1256.61,33,0,0,2,0,17
ALL TIME,neko_nyaa,False,1226.62,14,1,0,5,0,4
ALL TIME,async,False,1211.32,13,1,0,3,0,3
ALL TIME,skoorch,False,1211.7,1,0,0,1,1,0
ALL TIME,Solimander,False,1208.13,3,1,0,2,0,0
ALL TIME,Kthere,False,1192.53,7,1,0,1,0,1
ALL TIME,Cityscape,False,1187.07,17,0,0,1,0,10
ALL TIME,SooYa,False,1183.1,26,0,0,2,0,12
ALL TIME,ylv,False,1157.78,1,0,0,1,0,0
ALL TIME,SecureZeroX,False,1156.63,5,0,0,1,0,2
ALL TIME,0xPanas,True,1140.17,3,2,0,0,0,0
ALL TIME,wait,False,1128.14,6,3,1,3,0,0
ALL TIME,stonesandtrees,False,1125.76,2,0,0,1,1,0
ALL TIME,CCantor_Dust,True,1113.64,3,0,0,1,0,1
ALL TIME,eighty,False,1106.74,5,1,0,1,0,1
ALL TIME,patitonar,False,1105.04,9,0,0,0,0,9
ALL TIME,FSchmoede,False,1104.17,18,0,0,3,0,9
ALL TIME,ksk2345,False,1087.45,2,1,0,0,0,0
ALL TIME,gz627,False,1072.26,5,0,0,4,0,0
ALL TIME,zer0dot,False,1071.31,13,4,0,1,0,5
ALL TIME,bulej93,False,1016.34,28,0,0,1,0,12
ALL TIME,mtz,False,1016.23,12,2,0,2,0,4
ALL TIME,blackscale,False,1009.01,6,2,0,2,0,1
ALL TIME,ctf_sec,False,1009.79,10,0,0,6,0,0
ALL TIME,eriksal1217,False,1001.15,5,0,0,0,0,1
ALL TIME,Aits,False,1000.54,2,0,0,1,0,0
ALL TIME,Diana,False,982.81,21,0,0,0,0,10
ALL TIME,zaskoh,False,973.42,9,0,0,3,0,3
ALL TIME,benbaessler,False,955.24,14,0,0,2,0,6
ALL TIME,tthankthedark,True,949.97,2,0,0,1,0,1
ALL TIME,ElliotFriedman,False,940.76,2,0,0,0,0,1
ALL TIME,UnusualTurtle,False,932.22,17,0,0,1,0,13
ALL TIME,fr0zn,False,925.81,9,1,0,0,0,5
ALL TIME,RoiEvenHaim,False,925.13,13,0,0,0,0,9
ALL TIME,martin,False,904.88,26,0,0,3,0,12
ALL TIME,cRat1st0s,False,892.15,22,0,0,3,0,12
ALL TIME,MadWookie,False,884.13,16,0,0,1,0,9
ALL TIME,Saintcode_,False,884.95,21,0,0,2,0,16
ALL TIME,fs0c,False,874.95,9,2,0,5,0,0
ALL TIME,thank_you,False,870.81,4,0,0,3,0,0
ALL TIME,zishansami,False,851.44,11,1,0,0,0,10
ALL TIME,a12jmx,False,829.05,24,0,0,0,0,6
ALL TIME,aysha,False,824.75,18,0,0,0,0,6
ALL TIME,AmitN,False,818.94,6,0,0,2,0,1
ALL TIME,karanctf,False,818.79,23,0,0,0,0,15
ALL TIME,B2,False,809.73,23,0,0,0,0,11
ALL TIME,c7e7eff,False,802.35,9,2,0,5,0,0
ALL TIME,0xmatt,False,799.69,14,0,0,2,0,4
ALL TIME,BBClabs,True,796.6,5,0,0,2,0,0
ALL TIME,aviggiano,False,789.4,12,1,0,3,0,5
ALL TIME,seyni,False,788.38,16,0,0,2,0,6
ALL TIME,apostle0x01,False,777.3,22,0,0,2,0,11
ALL TIME,benk10,False,771.16,3,0,0,1,0,1
ALL TIME,cryptostellar5,False,771.05,22,0,0,3,0,10
ALL TIME,0xpiglet,False,766.68,3,3,0,0,0,0
ALL TIME,ret2basic,False,766.58,26,0,0,0,0,14
ALL TIME,giovannidisiena,False,748.87,6,0,0,3,0,1
ALL TIME,pcarranzav,False,739.2,9,2,0,4,0,0
ALL TIME,Koustre,False,735.05,6,0,0,3,0,1
ALL TIME,peanuts,False,726.47,21,0,0,7,0,7
ALL TIME,t11s,False,724.79,9,1,0,0,0,5
ALL TIME,FFoundation,True,720.05,3,1,0,0,0,1
ALL TIME,Afanasyevich,False,717.29,5,0,0,1,0,3
ALL TIME,eccentricexit,False,711.14,10,1,0,3,0,2
ALL TIME,Koolex,False,697.73,3,1,0,2,0,0
ALL TIME,bw,False,695.73,11,0,0,2,0,6
ALL TIME,00x,True,693.37,3,1,0,1,0,0
ALL TIME,leosathya,False,679.83,22,0,0,3,0,9
ALL TIME,joeysantoro,False,672.34,3,0,0,0,0,1
ALL TIME,nahnah,False,668.84,7,0,0,0,0,7
ALL TIME,Kulk0,False,668.95,7,0,0,2,0,2
ALL TIME,0xBug,False,667.43,3,1,0,1,0,1
ALL TIME,izhuer,False,650.6,6,2,0,2,0,0
ALL TIME,evertkors,False,646.39,4,0,0,0,0,2
ALL TIME,0x421f,False,642.62,6,1,0,0,0,4
ALL TIME,LeoS,False,641.5,16,0,0,1,0,9
ALL TIME,remora,False,641.31,5,0,0,1,0,0
ALL TIME,nicobevi,False,637.59,5,1,0,0,0,1
ALL TIME,CRYP70,False,633.38,11,1,0,1,0,5
ALL TIME,corerouter,False,631.59,8,1,0,6,0,0
ALL TIME,cuong_qnom,False,622.94,3,0,0,0,0,0
ALL TIME,JTJabba,False,621.61,6,3,0,2,0,0
ALL TIME,242,False,619.28,7,1,0,1,0,1
ALL TIME,mcwildy,False,615.81,12,0,0,0,0,7
ALL TIME,Yiko,False,605.78,19,0,0,0,0,7
ALL TIME,0xhacksmithh,False,584.5,3,0,0,1,0,0
ALL TIME,sahar,False,583.83,7,0,0,1,0,1
ALL TIME,okkothejawa,False,583.63,4,0,0,1,0,1
ALL TIME,Tointer,False,583.63,9,2,0,2,0,1
ALL TIME,infosec_us_team,False,575.14,5,2,0,3,0,0
ALL TIME,Haipls,False,571.4,2,0,0,2,0,0
ALL TIME,saneryee,False,563.1,12,0,0,2,0,3
ALL TIME,slowmoses,False,548.8,16,0,0,1,0,6
ALL TIME,SinceJuly,False,544.75,5,0,0,3,0,0
ALL TIME,d4rk,False,543.08,5,0,0,0,0,5
ALL TIME,chrisdior4,False,536.17,15,0,0,0,0,6
ALL TIME,aga7hokakological,False,532.92,8,0,0,0,0,3
ALL TIME,Amithuddar,False,513.16,19,0,0,4,0,12
ALL TIME,deliriusz,False,505.61,1,0,0,1,0,0
ALL TIME,joshie,False,504.65,5,1,0,1,0,3
ALL TIME,prasantgupta52,False,491.76,13,0,0,2,0,6
ALL TIME,DecorativePineapple,False,486.06,3,1,0,1,0,0
ALL TIME,M4TZ1P,True,483.42,7,2,0,5,0,0
ALL TIME,0xkowloon,False,475.99,8,1,0,1,0,3
ALL TIME,zdhu,False,470.36,1,0,0,1,0,0
ALL TIME,bytehat,False,470.36,1,0,0,1,0,0
ALL TIME,0x040,False,459.03,18,0,0,0,0,12
ALL TIME,bugwriter001,False,457.87,6,1,0,1,0,0
ALL TIME,natzuu,False,452.92,15,0,0,0,0,8
ALL TIME,Cr4ckM3,False,430.28,6,0,0,2,0,3
ALL TIME,bharg4v,False,418.67,10,0,0,0,0,4
ALL TIME,Nethermind,True,418.3,5,0,0,0,0,0
ALL TIME,0xhunter,False,413.7,4,0,0,3,0,0
ALL TIME,obtarian,False,406.15,3,1,0,1,0,0
ALL TIME,Awesome,False,405.18,12,0,0,1,0,7
ALL TIME,lucacez,False,405.29,13,0,0,0,0,9
ALL TIME,hxzy,False,404.47,5,2,0,0,0,2
ALL TIME,axic,False,394.93,3,1,0,0,0,2
ALL TIME,shark,False,394.55,12,0,0,1,0,6
ALL TIME,Junnon,False,389.75,12,1,0,1,0,5
ALL TIME,0xYamiDancho,False,388.69,5,1,0,2,0,1
ALL TIME,svskaushik,False,388.37,8,0,0,1,0,1
ALL TIME,medikko,False,386.32,15,0,0,0,0,11
ALL TIME,ccthulhu_cult,True,382.03,5,0,0,1,0,1
ALL TIME,bearonbike,False,379.16,4,0,0,2,0,1
ALL TIME,whilom,False,378.21,1,0,0,1,0,0
ALL TIME,nxrblsrpr,False,375.49,6,0,0,0,0,1
ALL TIME,tchkvsky,False,373.0,5,0,0,0,0,2
ALL TIME,rishabh,False,367.45,5,0,0,0,0,2
ALL TIME,azephiar,False,357.26,4,0,0,3,0,0
ALL TIME,ynnad,False,356.38,8,0,0,1,0,6
ALL TIME,Wayne,False,352.37,5,1,0,1,0,1
ALL TIME,m_smirnova2020,False,351.13,3,0,0,0,0,3
ALL TIME,0x5rings,False,347.53,13,0,0,2,0,6
ALL TIME,chatch,False,345.84,6,0,0,3,0,0
ALL TIME,johnnycash,False,343.4,3,2,0,0,0,0
ALL TIME,Bronicle,False,341.4,4,0,0,0,0,0
ALL TIME,s3cunda,False,334.27,6,1,0,3,0,1
ALL TIME,HardlyCodeMan,False,334.17,4,0,0,0,0,3
ALL TIME,RRockingMiles,True,333.18,9,0,0,0,0,5
ALL TIME,0xRobocop,False,326.29,3,1,0,1,0,0
ALL TIME,Guardian,True,325.6,8,0,0,2,0,3
ALL TIME,dharma09,False,320.64,12,0,0,1,0,10
ALL TIME,Rahoz,False,319.06,10,0,0,1,0,3
ALL TIME,gianganhnguyen,False,316.09,10,0,0,0,0,9
ALL TIME,jag,False,316.71,13,0,0,1,0,11
ALL TIME,sakman,False,312.67,11,0,0,0,0,7
ALL TIME,Chandr,False,312.71,8,0,0,0,0,5
ALL TIME,StevenL,False,311.53,8,0,0,0,0,4
ALL TIME,00xsolstars,True,309.19,9,0,0,2,0,1
ALL TIME,JansenC,False,304.66,6,0,0,0,0,1
ALL TIME,grGred,False,295.83,6,0,0,0,0,3
ALL TIME,shri4net,False,295.08,1,1,0,0,0,0
ALL TIME,ChristianKuri,False,292.41,7,0,0,1,0,3
ALL TIME,iain,False,292.59,1,0,0,0,0,1
ALL TIME,volky,False,291.22,3,0,0,1,0,1
ALL TIME,halden,False,287.55,4,0,0,0,0,4
ALL TIME,peiw,False,286.13,11,0,0,0,0,9
ALL TIME,Diraco,False,285.03,12,0,0,1,0,7
ALL TIME,Matin,False,280.38,5,0,0,1,0,3
ALL TIME,0xabcc,False,280.7,2,1,0,0,0,1
ALL TIME,byterocket,True,279.8,22,2,0,2,0,15
ALL TIME,supernova,False,271.99,10,0,0,3,0,4
ALL TIME,malinariy,False,269.83,7,0,0,0,0,3
ALL TIME,tofunmi,False,267.28,9,0,0,2,0,5
ALL TIME,Vadis,False,264.89,3,0,0,2,0,0
ALL TIME,Shinchan,True,264.39,10,0,0,0,0,7
ALL TIME,cylzxje,False,263.87,6,0,0,0,0,2
ALL TIME,SnowMan,False,262.92,8,0,0,0,0,7
ALL TIME,sabtikw,False,261.34,8,0,0,0,0,4
ALL TIME,Dinddle,False,261.99,2,0,0,1,0,1
ALL TIME,dy,False,259.3,3,0,0,0,0,0
ALL TIME,DavidGialdi,False,257.36,6,0,0,0,0,6
ALL TIME,M0ndoHEHE,False,254.71,5,1,0,2,0,1
ALL TIME,swit,False,253.78,3,0,0,2,0,1
ALL TIME,0xRoxas,False,253.16,8,0,0,0,0,5
ALL TIME,orion,False,251.93,3,0,0,0,0,2
ALL TIME,Olivierdem,False,246.49,8,0,0,1,0,4
ALL TIME,0x85102,False,244.54,7,0,0,0,0,3
ALL TIME,zuhaibmohd,False,241.32,7,0,0,0,0,4
ALL TIME,EthLedger,False,237.96,6,0,0,0,0,2
ALL TIME,idkwhatimdoing,False,233.98,3,0,0,2,0,0
ALL TIME,Nyx,False,233.18,8,1,0,5,0,0
ALL TIME,zmj,False,233.12,2,0,0,0,0,1
ALL TIME,ShadowyNoobDev,False,231.19,4,1,0,1,0,1
ALL TIME,abhinavmir,False,230.71,2,0,0,0,0,0
ALL TIME,DDecurity,True,228.55,2,0,0,2,0,0
ALL TIME,Heartless,False,227.69,3,0,0,2,0,1
ALL TIME,zeesaw,False,226.94,8,0,0,1,0,5
ALL TIME,MasterCookie,False,225.37,5,0,0,0,0,1
ALL TIME,ballx,False,225.55,10,0,0,1,0,6
ALL TIME,RamiRond,False,224.51,2,0,0,0,0,2
ALL TIME,0xdapper,False,223.69,2,1,0,1,0,0
ALL TIME,TThe_GUILD,True,216.03,5,0,0,1,0,1
ALL TIME,asgeir,False,215.57,1,0,0,0,0,0
ALL TIME,zapaz,False,213.4,1,0,0,1,0,0
ALL TIME,ppoirots,True,212.84,4,0,0,1,0,1
ALL TIME,David_,False,207.2,3,0,0,0,0,0
ALL TIME,mrpathfindr,False,206.7,8,0,0,0,0,6
ALL TIME,jayfromthe13th,False,205.1,5,0,0,0,0,3
ALL TIME,JDeryl,False,204.76,2,0,0,0,0,0
ALL TIME,mektigboy,False,204.69,5,0,0,0,0,3
ALL TIME,0xSolus,False,198.78,5,0,0,0,0,2
ALL TIME,yamapyblack,False,198.43,1,0,0,1,0,0
ALL TIME,badbird,False,198.21,1,0,0,0,0,0
ALL TIME,Green,False,195.93,6,3,0,1,0,1
ALL TIME,AkshaySrivastav,False,193.67,2,0,0,0,0,1
ALL TIME,0xsam,False,193.61,8,0,0,0,0,8
ALL TIME,nalus,False,191.52,4,0,0,2,0,1
ALL TIME,btk,False,191.11,4,1,0,1,0,1
ALL TIME,elad,False,188.58,3,0,0,3,0,0
ALL TIME,technicallyty,False,183.57,2,0,0,0,0,0
ALL TIME,johnsterlacci,False,182.6,1,0,0,1,0,0
ALL TIME,Mathieu,False,178.76,6,0,0,0,0,5
ALL TIME,BipinSah,False,178.37,3,0,0,1,0,1
ALL TIME,dimitri,False,177.72,2,0,0,0,0,1
ALL TIME,HardlyDifficult,False,175.4,8,0,0,0,0,4
ALL TIME,exolorkistis,False,171.99,6,0,0,0,0,6
ALL TIME,CalabashSquash,False,171.04,1,0,0,0,0,0
ALL TIME,sryysryy,False,170.77,6,0,0,0,0,4
ALL TIME,0xFar5eer,False,170.47,3,0,0,0,0,1
ALL TIME,KoKo,False,168.32,6,0,0,0,0,4
ALL TIME,cogitoergosumsw,False,168.24,2,0,0,0,0,1
ALL TIME,Dinesh11G,False,164.59,6,0,0,1,0,3
ALL TIME,bbrho,False,163.93,2,0,0,1,0,0
ALL TIME,m4rio_eth,False,159.31,1,0,0,0,0,0
ALL TIME,MaCree,False,158.97,2,0,0,1,0,0
ALL TIME,Shishigami,False,156.1,4,0,0,0,0,4
ALL TIME,sam_cunningham,False,156.27,1,0,0,1,0,0
ALL TIME,Samatak,False,155.94,4,0,0,0,0,2
ALL TIME,DimSon,False,155.0,4,0,0,0,0,3
ALL TIME,aez121,False,154.38,2,0,0,2,0,0
ALL TIME,emrekocak,False,153.42,8,0,0,0,0,8
ALL TIME,Lucius,False,152.83,1,0,0,1,0,0
ALL TIME,gerdusx,False,152.43,7,0,0,0,0,7
ALL TIME,DevABDee,False,149.27,5,0,0,0,0,2
ALL TIME,ne0n,False,148.0,4,1,0,0,0,1
ALL TIME,masterchief,False,148.1,2,0,0,0,0,0
ALL TIME,TwelveSec,True,146.82,2,0,0,2,0,0
ALL TIME,chunter,False,146.56,1,0,0,0,0,0
ALL TIME,Trumpero,False,145.81,3,0,0,0,0,1
ALL TIME,Haruxe,False,142.46,3,1,0,0,0,1
ALL TIME,Ocean_Sky,False,142.87,6,0,0,0,0,3
ALL TIME,Chinmay,False,142.44,3,0,0,0,0,3
ALL TIME,0xdanial,False,142.37,3,1,0,0,0,1
ALL TIME,0xNoah,False,142.29,1,1,0,0,0,0
ALL TIME,Nikolay,False,139.18,1,0,0,0,0,0
ALL TIME,got_targ,False,137.71,6,0,0,0,0,3
ALL TIME,yyac,True,136.19,1,0,0,0,0,0
ALL TIME,Nyamcil,False,134.67,4,0,0,0,0,3
ALL TIME,romand,False,133.68,2,1,0,0,0,0
ALL TIME,blockdev,False,132.34,4,0,0,2,0,1
ALL TIME,Sathish9098,False,131.72,4,0,0,0,0,2
ALL TIME,Satyam_Sharma,False,130.99,6,0,0,1,0,4
ALL TIME,IgnacioB,False,129.62,5,0,0,0,0,4
ALL TIME,skyle,False,125.4,6,0,0,1,0,5
ALL TIME,7811,False,124.95,1,1,0,0,0,0
ALL TIME,w0Lfrum,False,124.75,5,0,0,0,0,2
ALL TIME,bytera,False,124.69,2,0,0,0,0,1
ALL TIME,SaharAP,False,121.54,4,0,0,0,0,2
ALL TIME,teawaterwire,False,121.41,5,1,0,3,0,0
ALL TIME,PranavG,False,120.75,5,0,0,0,0,2
ALL TIME,bitsurfer,False,119.14,1,0,0,1,0,0
ALL TIME,Twpony,False,119.3,6,2,0,3,0,0
ALL TIME,XDms,False,119.0,1,0,0,0,0,0
ALL TIME,JAGADESH,False,118.86,4,0,0,0,0,4
ALL TIME,lcfr_eth,False,118.73,2,0,0,0,0,1
ALL TIME,Tagir2003,False,116.07,7,0,0,0,0,4
ALL TIME,juicy,False,115.81,2,0,0,0,0,1
ALL TIME,ospwner,False,114.79,6,0,0,0,0,4
ALL TIME,serial-coder,False,114.82,1,1,0,0,0,0
ALL TIME,polymorphism,False,114.82,1,1,0,0,0,0
ALL TIME,0xackermann,False,112.49,4,0,0,0,0,2
ALL TIME,Bludya,False,110.74,3,0,0,1,0,1
ALL TIME,miguelmtzinf,False,110.78,1,0,0,0,0,1
ALL TIME,dic0de,False,109.18,5,0,0,2,0,0
ALL TIME,Avci,True,108.85,4,0,0,1,0,2
ALL TIME,Trabajo_de_mates,True,108.16,3,0,0,0,0,1
ALL TIME,francoHacker,False,106.29,6,0,0,0,0,5
ALL TIME,newfork01,False,106.08,5,0,0,0,0,5
ALL TIME,vv7,False,104.57,6,0,0,5,0,1
ALL TIME,Jmaxmanblue,False,103.74,4,0,0,2,0,1
ALL TIME,dxdv,False,103.04,1,0,0,0,0,0
ALL TIME,Mukund,False,102.45,4,0,0,1,0,2
ALL TIME,JLevick,False,101.92,5,0,0,2,0,1
ALL TIME,0xLovesleep,False,101.67,4,0,0,0,0,2
ALL TIME,haku,False,101.18,2,0,0,0,0,2
ALL TIME,0xdeadbeef,False,97.12,3,0,0,0,0,2
ALL TIME,catwhiskeys,False,96.33,4,0,0,0,0,1
ALL TIME,Aeros,False,94.92,3,0,0,0,0,1
ALL TIME,Pheonix,False,92.6,4,0,0,0,0,4
ALL TIME,Kiep,False,91.94,2,0,0,0,0,2
ALL TIME,0xDanielC,False,91.43,2,0,0,0,0,1
ALL TIME,augustg,False,89.18,1,0,0,0,0,1
ALL TIME,luduvigo,False,89.04,1,0,0,0,0,0
ALL TIME,0xmuxyz,False,88.65,2,0,0,0,0,0
ALL TIME,yash90,False,88.13,2,0,0,0,0,0
ALL TIME,i_got_hacked,False,87.7,3,0,0,0,0,1
ALL TIME,0xAsm0d3us,False,85.55,2,0,0,0,0,2
ALL TIME,tin537,False,84.96,1,0,0,0,0,1
ALL TIME,marcopaladin,False,83.25,1,0,0,0,0,1
ALL TIME,Anth3m,False,82.34,1,0,0,0,0,0
ALL TIME,FudgyDRS,False,81.48,2,0,0,0,0,1
ALL TIME,Scocco,False,81.64,1,0,0,0,0,1
ALL TIME,Atarpara,False,78.49,3,0,0,1,0,2
ALL TIME,hanxin,False,77.22,1,0,0,1,0,0
ALL TIME,OOptimismSec,True,76.68,5,0,0,2,0,1
ALL TIME,JohnnyTime,False,74.07,2,0,0,0,0,0
ALL TIME,Bruhhh,False,74.55,1,0,0,0,0,0
ALL TIME,Margaret,False,73.17,3,0,0,0,0,0
ALL TIME,JrNet,False,71.32,4,0,0,0,0,3
ALL TIME,Vexjon,False,71.09,2,0,0,0,0,0
ALL TIME,xpriment626,False,69.53,1,0,0,0,0,0
ALL TIME,millersplanet,False,68.79,4,0,0,0,0,2
ALL TIME,Deathstore,False,68.66,1,0,0,0,0,1
ALL TIME,0xean,False,68.65,1,0,0,0,0,1
ALL TIME,merlin,False,66.69,2,0,0,1,0,0
ALL TIME,SaeedAlipoor01988,False,66.44,1,0,0,1,0,0
ALL TIME,floppydisk,False,66.07,1,0,0,0,0,0
ALL TIME,0xNot0rious,False,65.64,1,0,0,0,0,1
ALL TIME,0x510c,False,64.88,1,0,0,0,0,1
ALL TIME,Extropy,True,62.41,2,0,0,0,0,1
ALL TIME,Tricko,False,62.19,2,0,0,0,0,0
ALL TIME,chasemartin01,False,62.07,2,0,0,0,0,2
ALL TIME,Viksaa39,False,61.94,1,0,0,0,0,0
ALL TIME,Keen_Sheen,False,61.94,1,0,0,0,0,0
ALL TIME,jumpdest7d,False,61.35,1,0,0,0,0,0
ALL TIME,Deekshith99,False,61.35,1,0,0,0,0,0
ALL TIME,yurahod,False,61.35,1,0,0,0,0,0
ALL TIME,Lead_Belly,False,60.77,1,0,0,0,0,0
ALL TIME,Captainkay,False,60.77,1,0,0,0,0,0
ALL TIME,Fabble,False,59.96,1,0,0,0,0,1
ALL TIME,zgo,False,58.28,2,0,0,1,0,0
ALL TIME,cdahlheimer,False,57.64,3,0,0,1,0,1
ALL TIME,caventa,False,57.64,4,0,0,2,0,1
ALL TIME,Maxime,False,56.49,2,0,0,0,0,1
ALL TIME,codetilda,False,56.34,2,0,0,0,0,1
ALL TIME,ashiq0x01,False,56.13,1,0,0,0,0,0
ALL TIME,seanamani,False,56.04,1,0,0,0,0,0
ALL TIME,agusduha,False,55.31,3,0,0,0,0,2
ALL TIME,0xZaharina,False,55.67,2,0,0,0,0,1
ALL TIME,hrishibhat,False,55.16,1,0,0,0,0,1
ALL TIME,radoslav11,False,55.13,1,0,0,0,0,0
ALL TIME,SuldaanBeegsi,False,55.2,1,0,0,0,0,0
ALL TIME,Kresh,False,55.2,1,0,0,0,0,0
ALL TIME,B353N,False,55.2,1,0,0,0,0,0
ALL TIME,Cheeezzyyyy,False,53.1,2,1,0,0,0,1
ALL TIME,jwood,False,53.27,2,0,0,1,0,0
ALL TIME,innertia,False,53.2,3,0,0,1,0,0
ALL TIME,Bjorn_bug,False,52.1,2,0,0,0,0,1
ALL TIME,mahdikarimi,False,52.04,1,0,0,0,0,0
ALL TIME,UVvirus,False,52.04,1,0,0,0,0,0
ALL TIME,Udsen,False,52.03,1,0,0,0,0,0
ALL TIME,nogo,False,52.03,1,0,0,0,0,0
ALL TIME,Secureverse,True,52.03,1,0,0,0,0,0
ALL TIME,hl_,False,52.03,1,0,0,0,0,0
ALL TIME,pavankv,False,52.03,1,0,0,0,0,0
ALL TIME,bae11,False,52.02,1,0,0,0,0,1
ALL TIME,easy_peasy,False,51.02,2,0,0,1,0,1
ALL TIME,RagePit,False,50.21,2,0,0,1,0,1
ALL TIME,ControlCplusControlV,False,49.95,1,0,0,0,0,1
ALL TIME,me_na0mi,False,49.23,1,0,0,0,0,1
ALL TIME,0xRajkumar,False,49.23,1,0,0,0,0,1
ALL TIME,nine9,False,47.79,2,0,0,2,0,0
ALL TIME,Sneakyninja0129,False,47.13,1,0,0,0,0,0
ALL TIME,doddle0x,False,47.13,1,0,0,0,0,0
ALL TIME,yongskiws,False,46.87,2,0,0,0,0,0
ALL TIME,WatchDogs,False,46.69,1,0,0,0,0,1
ALL TIME,beardofginger,False,46.28,4,0,0,0,0,4
ALL TIME,marximimus,False,46.8,2,0,0,0,0,1
ALL TIME,beelzebufo,False,46.01,1,0,0,0,0,0
ALL TIME,paribus,False,45.06,2,0,0,0,0,1
ALL TIME,hakerbaya,False,41.77,2,0,0,0,0,2
ALL TIME,iamwhitelights,False,41.2,1,0,0,0,0,0
ALL TIME,Triangle,True,40.84,2,0,0,0,0,1
ALL TIME,Throne6g,False,40.62,1,0,0,0,0,0
ALL TIME,ontofractal,False,39.22,1,0,0,0,0,0
ALL TIME,0x09GTO,False,38.23,1,0,0,0,0,1
ALL TIME,jocxyen,False,37.47,1,0,0,0,0,1
ALL TIME,cducrest,False,36.73,1,0,0,0,0,0
ALL TIME,evmwanderer,False,36.73,1,0,0,0,0,0
ALL TIME,kv,False,36.62,2,0,0,0,0,0
ALL TIME,Hashlock,False,36.34,1,0,0,0,0,0
ALL TIME,SamGMK,False,36.34,1,0,0,0,0,0
ALL TIME,bin,False,36.34,1,0,0,0,0,0
ALL TIME,SpaceCake,False,35.55,2,0,0,0,0,2
ALL TIME,android69,False,35.44,1,0,0,0,0,0
ALL TIME,0bi,False,35.44,1,0,0,0,0,0
ALL TIME,CryptoMartian,False,35.17,1,0,0,0,0,0
ALL TIME,luckypanda,False,35.17,1,0,0,0,0,0
ALL TIME,blackswordsman,False,34.31,1,0,0,0,0,1
ALL TIME,Mohandes,False,33.58,2,0,0,0,0,0
ALL TIME,PostMan56,False,33.8,1,0,0,0,0,1
ALL TIME,Heuss,False,32.65,1,0,0,0,0,1
ALL TIME,kris,False,32.58,1,0,0,0,0,1
ALL TIME,Dionysus,False,32.6,1,0,0,0,0,1
ALL TIME,owenthurm,False,31.22,1,0,0,0,0,1
ALL TIME,xxxxx,False,29.93,2,0,0,0,0,2
ALL TIME,windhustler,False,29.76,1,0,0,0,0,1
ALL TIME,Ben,False,29.47,2,0,0,0,0,2
ALL TIME,naps62,False,28.28,1,0,0,0,0,0
ALL TIME,Varun_Verma,False,28.28,1,0,0,0,0,0
ALL TIME,yasir,False,28.01,1,0,0,0,0,0
ALL TIME,bbuddha,False,28.01,1,0,0,0,0,0
ALL TIME,tibthecat,False,27.95,2,0,0,0,0,1
ALL TIME,ikbkln,False,27.95,2,0,0,0,0,1
ALL TIME,cryptojedi88,False,27.68,2,0,0,0,0,1
ALL TIME,jierlich,False,26.82,2,0,0,0,0,2
ALL TIME,ryshaw,False,26.35,2,0,0,0,0,1
ALL TIME,iepathos,False,26.35,1,0,0,0,0,1
ALL TIME,WilliamAmbrozic,False,25.27,2,0,0,0,0,2
ALL TIME,grrwahrr,False,23.06,1,0,0,0,0,1
ALL TIME,0xab00,False,22.22,1,0,0,0,0,1
ALL TIME,ltyu,False,21.17,1,0,0,0,0,1
ALL TIME,flyx,False,21.17,1,0,0,0,0,1
ALL TIME,find_a_bug,False,21.17,1,0,0,0,0,1
ALL TIME,0xArshia,False,21.8,1,0,0,0,0,1
ALL TIME,subtle77,False,20.61,2,0,0,0,0,2
ALL TIME,0x007,False,19.64,1,0,0,0,0,0
ALL TIME,Ozy42,False,19.01,1,0,0,0,0,1
ALL TIME,ubermensch,False,18.92,1,0,0,0,0,0
ALL TIME,neslinesli93,False,18.43,4,0,0,0,0,1
ALL TIME,shr1ftyy,False,16.66,1,0,0,0,0,1
ALL TIME,tay054,False,16.66,1,0,0,0,0,1
ALL TIME,Polandia94,False,16.66,1,0,0,0,0,1
ALL TIME,SerMyVillage,False,16.66,1,0,0,0,0,1
ALL TIME,noobie,False,15.45,1,0,0,0,0,1
ALL TIME,0xProf,False,15.45,1,0,0,0,0,1
ALL TIME,isamjay,False,14.84,1,1,0,0,0,0
ALL TIME,albincsergo,False,12.81,1,0,0,0,0,1
ALL TIME,drdr,False,12.81,1,0,0,0,0,1
ALL TIME,magu,False,12.49,1,0,0,1,0,0
ALL TIME,everyanykey,False,12.2,1,0,0,1,0,0
ALL TIME,SadBase,False,11.52,1,0,0,0,0,1
ALL TIME,dddDD,False,11.31,2,0,0,2,0,0
ALL TIME,banky,False,11.19,1,1,0,0,0,0
ALL TIME,peachtea,False,11.03,1,0,0,1,0,0
ALL TIME,jpserrat,False,9.09,2,0,0,1,0,1
ALL TIME,tgolding55,False,9.09,1,0,0,0,0,1
ALL TIME,yaemsobak,False,9.09,1,0,0,0,0,1
ALL TIME,Sta1400,False,9.09,1,0,0,0,0,1
ALL TIME,crispymangoes,False,8.17,1,0,0,1,0,0
